Data,TMAX,TMIN,TMED,ETP-Pmoith
19/9/2009,23.6,19.1,21.35,1.8
20/9/2009,28.7,17.6,23.15,2.5
21/9/2009,31.2,19,25.1,4.9
22/9/2009,24.1,18.7,21.4,0.9
23/9/2009,24.8,19.6,22.2,1.8
24/9/2009,25.8,19.2,22.5,4.1
25/9/2009,27.7,13.2,20.45,5.6
26/9/2009,32.6,14.9,23.75,5.1
27/9/2009,32.8,19.2,26,9.6
28/9/2009,33.5,18.6,26.05,6.1
29/9/2009,28.4,20.5,24.45,6.4
30/9/2009,28.4,16.9,22.65,9.2
1/10/2009,32,14.3,23.15,3.9
2/10/2009,33.7,18.7,26.2,7.3
3/10/2009,30.6,21.2,25.9,5.3
4/10/2009,31.7,17.6,24.65,6.6
5/10/2009,33.2,19.3,26.25,11.5
6/10/2009,30.6,19.8,25.2,5.8
7/10/2009,30,19.6,24.8,3.8
8/10/2009,26,17.7,21.85,5
9/10/2009,27.6,13.9,20.75,6.1
10/10/2009,30.9,13.8,22.35,5.4
11/10/2009,33.3,15.5,24.4,8.7
12/10/2009,30.5,18.8,24.65,3.7
13/10/2009,28.8,17.4,23.1,3.4
14/10/2009,33.4,17.6,25.5,9
15/10/2009,27.6,19,23.3,3.5
16/10/2009,31.4,16.6,24,6.2
17/10/2009,33.2,18.4,25.8,7.1
18/10/2009,31.3,19.3,25.3,4.2
19/10/2009,29.6,18.2,23.9,6.4
20/10/2009,29.6,17,23.3,5
21/10/2009,33.6,19.4,26.5,7.1
22/10/2009,28,19,23.5,3.2
23/10/2009,31.6,19.6,25.6,6.9
24/10/2009,33.2,18,25.6,7.3
25/10/2009,32.5,20.3,26.4,6.2
26/10/2009,28,20.4,24.2,3.4
27/10/2009,28.2,18.7,23.45,6.4
28/10/2009,30.4,18.3,24.35,6.8
29/10/2009,31.7,18.7,25.2,7.7
30/10/2009,30.7,17.7,24.2,7.3
31/10/2009,32.3,18.4,25.35,7.9
1/11/2009,33.6,18.5,26.05,7.8
2/11/2009,34.8,20.1,27.45,8.2
3/11/2009,35.3,21.4,28.35,9.6
4/11/2009,33.6,19.9,26.75,10.4
5/11/2009,30.6,21.2,25.9,5.5
6/11/2009,30,21,25.5,3.1
7/11/2009,28.6,20.6,24.6,8
8/11/2009,29.3,20.2,24.75,4.5
9/11/2009,28.6,20.9,24.75,2.8
10/11/2009,32.8,21.3,27.05,7
11/11/2009,31.5,21.5,26.5,7.2
12/11/2009,33.4,21,27.2,7.6
13/11/2009,34.3,20.9,27.6,9.8
14/11/2009,33.6,22.4,28,6.1
15/11/2009,33.4,23.4,28.4,7.1
16/11/2009,33.9,20.6,27.25,7.8
17/11/2009,33.1,20,26.55,5.5
18/11/2009,34.6,20.6,27.6,9
19/11/2009,34.1,22.5,28.3,6.6
20/11/2009,33.8,22.1,27.95,7.1
21/11/2009,33.1,21.6,27.35,6.9
22/11/2009,33.4,20.4,26.9,6.8
23/11/2009,31.5,21.2,26.35,4.3
24/11/2009,28.3,20.9,24.6,1.8
25/11/2009,33.3,19.4,26.35,7
26/11/2009,32,21.3,26.65,5.6
27/11/2009,32.2,21.4,26.8,7.3
28/11/2009,31,21.2,26.1,5.5
29/11/2009,26.3,21.2,23.75,2.8
30/11/2009,30.3,20.7,25.5,5.2
1/12/2009,30.5,20.3,25.4,3.9
2/12/2009,29.5,22,25.75,3.9
3/12/2009,30.6,21.3,25.95,5.7
4/12/2009,26.8,21.2,24,3.5
5/12/2009,27.3,18.7,23,5
6/12/2009,30.5,19,24.75,5.6
7/12/2009,23.6,20.1,21.85,1.7
8/12/2009,27.5,21.4,24.45,3.8
9/12/2009,30.4,21.4,25.9,4.8
10/12/2009,29.3,20.1,24.7,6.2
11/12/2009,32.6,21.5,27.05,5.3
12/12/2009,30.5,20.1,25.3,7.5
13/12/2009,24.1,20.7,22.4,0.7
14/12/2009,26.7,20.1,23.4,1.7
15/12/2009,32.4,19.7,26.05,7.2
16/12/2009,30.8,20.9,25.85,7.5
17/12/2009,31.2,20.9,26.05,7.1
18/12/2009,30.7,18,24.35,7.7
19/12/2009,32.7,19.7,26.2,6.8
20/12/2009,33,20.2,26.6,6.9
21/12/2009,32.7,21,26.85,10.7
22/12/2009,32.6,19.4,26,8.4
23/12/2009,32.7,20.2,26.45,8.3
24/12/2009,32.4,20.3,26.35,9.9
25/12/2009,29.1,20.4,24.75,4
26/12/2009,31.4,21.3,26.35,5.7
27/12/2009,28,21.6,24.8,4.8
28/12/2009,28.8,21.9,25.35,4.8
29/12/2009,24.7,21.4,23.05,2.1
30/12/2009,28.8,20.2,24.5,1.9
31/12/2009,31.6,20.7,26.15,5.7
1/1/2010,30.2,20.8,25.5,3.5
2/1/2010,31.2,22.2,26.7,6.6
3/1/2010,33.6,21.1,27.35,8.2
4/1/2010,34.5,21,27.75,8
5/1/2010,34,21.7,27.85,8.9
6/1/2010,32.5,21.4,26.95,2.6
7/1/2010,32.5,21.2,26.85,6.1
8/1/2010,29.2,21.6,25.4,2.3
9/1/2010,31.6,20.7,26.15,6.9
10/1/2010,31.8,20.7,26.25,6.9
11/1/2010,30.8,21.7,26.25,4.7
12/1/2010,32.3,20.4,26.35,6.4
13/1/2010,31.3,20.3,25.8,6.1
14/1/2010,30,20.7,25.35,4.7
15/1/2010,29.7,20.5,25.1,4
16/1/2010,31.6,20.6,26.1,4.7
17/1/2010,30.5,20.4,25.45,3.1
18/1/2010,31.8,21.3,26.55,8.2
19/1/2010,31.8,21.3,26.55,4.3
20/1/2010,32.4,20.6,26.5,7.8
21/1/2010,29,20.6,24.8,4.7
22/1/2010,26.5,20.2,23.35,2.2
23/1/2010,25.6,20.9,23.25,2.8
24/1/2010,30.1,19.5,24.8,5
25/1/2010,28.3,19.6,23.95,4.3
26/1/2010,31,20,25.5,7.3
27/1/2010,27.5,19.8,23.65,5.7
28/1/2010,29.4,21.6,25.5,3
29/1/2010,23.7,20.5,22.1,0.2
30/1/2010,27.6,20.4,24,2.8
31/1/2010,31.5,20.9,26.2,4.5
1/2/2010,33.8,18.9,26.35,7.3
2/2/2010,34.8,19.8,27.3,7.3
3/2/2010,34.4,21.2,27.8,10.2
4/2/2010,34.1,21.5,27.8,6.4
5/2/2010,32.9,21.6,27.25,7.9
6/2/2010,33.3,20,26.65,9.1
7/2/2010,33.4,19.8,26.6,7.2
8/2/2010,31.2,19.4,25.3,6.5
9/2/2010,31.2,20,25.6,8.3
10/2/2010,30.5,21,25.75,4.5
11/2/2010,30,20.9,25.45,4
12/2/2010,32.4,21,26.7,5
13/2/2010,33.3,19,26.15,7.1
14/2/2010,33.9,20,26.95,7.8
15/2/2010,34.1,21.4,27.75,5.5
16/2/2010,33,22.1,27.55,5.2
17/2/2010,32.4,21.4,26.9,6
18/2/2010,28,20.3,24.15,2.8
19/2/2010,29.3,20.3,24.8,4.8
20/2/2010,31.8,20.2,26,8.1
21/2/2010,34,18.4,26.2,7
22/2/2010,33.7,20.7,27.2,7.7
23/2/2010,34.4,20.9,27.65,6.8
24/2/2010,32.6,21.7,27.15,8.1
25/2/2010,31.3,20.6,25.95,7.3
26/2/2010,29.6,18.8,24.2,4.9
27/2/2010,30.6,19,24.8,3.3
28/2/2010,28,21.4,24.7,2.7
1/3/2010,27.6,20.5,24.05,3.8
2/3/2010,28,19.5,23.75,3.7
3/3/2010,29.3,20.5,24.9,2.7
4/3/2010,31.6,19.8,25.7,5.2
5/3/2010,33.1,20.6,26.85,4.3
6/3/2010,30.8,19.5,25.15,6.4
7/3/2010,30.6,17.5,24.05,6.6
8/3/2010,31,18,24.5,7.4
9/3/2010,32.6,18.1,25.35,7.4
10/3/2010,32.5,19.6,26.05,8.4
11/3/2010,32.9,18.9,25.9,7.4
12/3/2010,33.4,18.7,26.05,6.2
13/3/2010,33,19.1,26.05,6.7
14/3/2010,33.4,21.8,27.6,7.3
15/3/2010,29.8,21,25.4,2.1
16/3/2010,28.6,22,25.3,5.4
17/3/2010,30.6,18.4,24.5,5.6
18/3/2010,33,19.4,26.2,5.8
19/3/2010,33.7,19.5,26.6,8.3
20/3/2010,33.2,20.4,26.8,5.2
21/3/2010,31.7,21,26.35,4.2
22/3/2010,32.2,20.6,26.4,4.8
23/3/2010,31.9,20.2,26.05,4.4
24/3/2010,32.2,20.9,26.55,6.9
25/3/2010,32,20.6,26.3,6.3
26/3/2010,31.8,20.6,26.2,4.9
27/3/2010,31,20.4,25.7,5.5
28/3/2010,31.5,20.8,26.15,6
29/3/2010,30.6,20.6,25.6,6.3
30/3/2010,30.8,21,25.9,4.3
31/3/2010,29.1,20.6,24.85,3.4
1/4/2010,29.8,20.2,25,3.7
2/4/2010,26.7,20.4,23.55,2.7
3/4/2010,27.8,21,24.4,3.7
4/4/2010,28.8,20.7,24.75,4.4
5/4/2010,26.2,21.5,23.85,3.3
6/4/2010,20.4,15.5,17.95,2.2
7/4/2010,23.6,11.7,17.65,4.9
8/4/2010,23.9,12.1,18,5.5
9/4/2010,25.6,11.9,18.75,4.9
10/4/2010,26.8,13.3,20.05,4.6
11/4/2010,27.6,14.1,20.85,4.9
12/4/2010,27.7,14.3,21,5
13/4/2010,27.7,14.4,21.05,5.4
14/4/2010,28.9,15.2,22.05,4
15/4/2010,29.7,15.5,22.6,5
16/4/2010,31.4,16.4,23.9,2.4
17/4/2010,31.8,16.4,24.1,5.4
18/4/2010,31.2,17,24.1,5.1
19/4/2010,31.9,17.4,24.65,5.5
20/4/2010,32.2,18,25.1,5.6
21/4/2010,32.2,17.5,24.85,5.5
22/4/2010,32.2,18.2,25.2,6
23/4/2010,32.6,18.8,25.7,6.3
24/4/2010,32.2,19.7,25.95,4.1
25/4/2010,32.6,20.6,26.6,6
26/4/2010,31.8,18.4,25.1,6.9
27/4/2010,32.1,18.9,25.5,5
28/4/2010,31.9,18.8,25.35,4.2
29/4/2010,30.8,17.9,24.35,5.3
30/4/2010,29.1,16.7,22.9,5.4
1/5/2010,27.2,15.7,21.45,5.1
2/5/2010,27.9,11,19.45,6.4
3/5/2010,30.1,15,22.55,4.2
4/5/2010,30.4,17.4,23.9,5
5/5/2010,30.4,17.7,24.05,4.9
6/5/2010,31.8,17.9,24.85,5.6
7/5/2010,30.5,18.9,24.7,4
8/5/2010,28.8,19.5,24.15,3.3
9/5/2010,22.6,17,19.8,2.5
10/5/2010,24.3,12.4,18.35,4.2
11/5/2010,25.5,11.1,18.3,5.1
12/5/2010,21.6,10.6,16.1,4.1
13/5/2010,24.2,7.1,15.65,3
14/5/2010,25.8,10.3,18.05,3.5
15/5/2010,29.7,12,20.85,4.7
16/5/2010,30.9,12.2,21.55,3.9
17/5/2010,29,15,22,4.6
18/5/2010,27.6,15.8,21.7,4
19/5/2010,21,13.7,17.35,1
20/5/2010,22,9.7,15.85,3
21/5/2010,23.6,9.5,16.55,3.8
22/5/2010,26,12.4,19.2,3
23/5/2010,28.4,14.1,21.25,3.5
24/5/2010,28.6,14.4,21.5,3
25/5/2010,28.5,18.4,23.45,2.4
26/5/2010,29,16.2,22.6,4.9
27/5/2010,27,14,20.5,4.5
28/5/2010,26.3,13.5,19.9,4.3
29/5/2010,28.1,14.5,21.3,4.6
30/5/2010,29.3,14.8,22.05,6
31/5/2010,23.6,15.3,19.45,2.7
1/6/2010,24.3,11.4,17.85,4.1
2/6/2010,24.8,11.7,18.25,2.1
3/6/2010,26.6,12.8,19.7,4.3
4/6/2010,27.9,13.3,20.6,4
5/6/2010,22.6,15.6,19.1,3.2
6/6/2010,22.6,8.5,15.55,3.5
7/6/2010,25.2,7.6,16.4,2.6
8/6/2010,27.7,9.7,18.7,3.3
9/6/2010,27.7,11.3,19.5,3.8
10/6/2010,27.1,14.6,20.85,2.8
11/6/2010,24.6,14.4,19.5,3.2
12/6/2010,23.9,10.1,17,5
13/6/2010,24.6,9,16.8,3.5
14/6/2010,25.8,9.8,17.8,3.7
15/6/2010,27.5,10.4,18.95,3.8
16/6/2010,27.6,11,19.3,4.1
17/6/2010,29.8,9.8,19.8,4
18/6/2010,29.4,12.1,20.75,5.7
19/6/2010,30.7,12.1,21.4,6.9
20/6/2010,30.5,12.5,21.5,5.4
21/6/2010,31.8,12.4,22.1,5.9
22/6/2010,30.6,13.3,21.95,4.3
23/6/2010,28.8,15,21.9,3.3
24/6/2010,29.9,16.6,23.25,5.3
25/6/2010,29.8,15.4,22.6,4.3
26/6/2010,28.9,14.4,21.65,5.3
27/6/2010,27,10.6,18.8,5
28/6/2010,28.5,11,19.75,3.8
29/6/2010,27.8,11.8,19.8,4.6
30/6/2010,28.8,11.2,20,4.3
1/7/2010,27.6,12,19.8,3.9
2/7/2010,28,9.8,18.9,6
3/7/2010,29.7,11.4,20.55,4
4/7/2010,28.8,11.3,20.05,4.1
5/7/2010,28.4,10.9,19.65,5.4
6/7/2010,29.4,12,20.7,3.5
7/7/2010,27.8,13.3,20.55,5.5
8/7/2010,28.5,11,19.75,4.9
9/7/2010,29.6,13.9,21.75,4.4
10/7/2010,29.9,13.6,21.75,5
11/7/2010,29.7,14.9,22.3,4.7
12/7/2010,30.9,15.4,23.15,4.9
13/7/2010,27.4,17.4,22.4,3.4
14/7/2010,26.3,15.7,21,2.9
15/7/2010,29.6,15.1,22.35,3.1
16/7/2010,27,15.6,21.3,5.6
17/7/2010,28.6,13,20.8,4.5
18/7/2010,28.7,14.2,21.45,5.5
19/7/2010,29.3,14.9,22.1,6.7
20/7/2010,29.8,14.7,22.25,4.8
21/7/2010,30.5,15.2,22.85,7.4
22/7/2010,31.4,15.6,23.5,6.9
23/7/2010,31.7,16.1,23.9,5.3
24/7/2010,30.7,15.1,22.9,9.2
25/7/2010,27.5,13.1,20.3,5
26/7/2010,29.4,11.8,20.6,5.4
27/7/2010,29.2,14,21.6,7.1
28/7/2010,28.3,12.6,20.45,6
29/7/2010,30.7,17.8,24.25,8.4
30/7/2010,28.6,14.3,21.45,7.4
31/7/2010,30.8,14.9,22.85,7.5
1/8/2010,32.6,14.7,23.65,7
2/8/2010,31.6,14.7,23.15,5
3/8/2010,30.9,13.8,22.35,6.5
4/8/2010,30.1,12.6,21.35,7.1
5/8/2010,28.4,11.9,20.15,4.1
6/8/2010,25.6,10,17.8,6.7
7/8/2010,29.3,8.6,18.95,5
8/8/2010,31.4,12.4,21.9,6.4
9/8/2010,31.8,13.7,22.75,8
10/8/2010,30.6,12.4,21.5,6
11/8/2010,29.4,13,21.2,5.4
12/8/2010,30.2,14.9,22.55,10.3
13/8/2010,30,14.1,22.05,9.5
14/8/2010,26.9,14.5,20.7,6.9
15/8/2010,26.8,12.3,19.55,6.8
16/8/2010,26.8,6,16.4,6.9
17/8/2010,26.2,7.2,16.7,6.1
18/8/2010,27.2,8.9,18.05,7.4
19/8/2010,28.4,9.9,19.15,6.3
20/8/2010,29.4,11.2,20.3,5.3
21/8/2010,30.8,11.9,21.35,7.9
22/8/2010,31.8,13.1,22.45,7.5
23/8/2010,32.4,12.7,22.55,8.7
24/8/2010,33,14.4,23.7,8.8
25/8/2010,33.8,14.5,24.15,9.7
26/8/2010,33.4,14.9,24.15,7.8
27/8/2010,34.1,14.8,24.45,8.2
28/8/2010,34.8,15.7,25.25,9.3
29/8/2010,35.6,16.5,26.05,8.4
30/8/2010,34.8,17.9,26.35,8
31/8/2010,32.8,15.2,24,9.1
1/9/2010,32,15.9,23.95,8
2/9/2010,33.2,15.7,24.45,9.2
3/9/2010,34.4,16,25.2,9.7
4/9/2010,34.9,17.2,26.05,9.3
5/9/2010,32.6,20,26.3,8.7
6/9/2010,33.4,15.7,24.55,9.3
7/9/2010,25,15.8,20.4,2.6
8/9/2010,29.4,14.1,21.75,6.4
9/9/2010,31.2,13.2,22.2,7.5
10/9/2010,33.6,13.7,23.65,6.9
11/9/2010,33.2,15.5,24.35,9.6
12/9/2010,33.8,16.6,25.2,11.3
13/9/2010,33.6,14.8,24.2,11.9
14/9/2010,32.8,18,25.4,8.4
15/9/2010,31.6,16.8,24.2,4.5
16/9/2010,36.8,17.4,27.1,7.9
17/9/2010,37.2,19.8,28.5,9.7
18/9/2010,33.8,18.9,26.35,9.2
19/9/2010,33.6,14.5,24.05,9
20/9/2010,34.4,16.5,25.45,7.6
21/9/2010,32.7,17.9,25.3,8.8
22/9/2010,34.7,20.4,27.55,12.5
23/9/2010,36,21.4,28.7,11.6
24/9/2010,30.6,19.3,24.95,3.4
25/9/2010,32.8,17.6,25.2,7.7
26/9/2010,19.5,17.9,18.7,0.3
27/9/2010,21.6,17.2,19.4,2.2
28/9/2010,20.8,17.6,19.2,1.4
29/9/2010,23.1,17.7,20.4,2.1
30/9/2010,25.9,18.9,22.4,2.4
1/10/2010,32.2,19.3,25.75,1.6
2/10/2010,25,19,22,0.3
3/10/2010,26,18.6,22.3,5.1
4/10/2010,31.7,15.9,23.8,4.6
5/10/2010,33.6,19.2,26.4,7.7
6/10/2010,35.5,18.1,26.8,10.8
7/10/2010,27.1,18.7,22.9,1.9
8/10/2010,26.1,17.8,21.95,7
9/10/2010,27.6,13,20.3,10
10/10/2010,26.2,13.4,19.8,4.3
11/10/2010,28.4,12.6,20.5,9
12/10/2010,27.8,11.5,19.65,9.4
13/10/2010,32.5,12.3,22.4,6.1
14/10/2010,35.2,17.3,26.25,8
15/10/2010,29.6,20.1,24.85,6.1
16/10/2010,31.9,19.2,25.55,6.4
17/10/2010,32.8,19.4,26.1,6.9
18/10/2010,28.2,20.4,24.3,3.9
19/10/2010,30.2,15,22.6,8.5
20/10/2010,31.6,13,22.3,9.5
21/10/2010,33.9,15,24.45,10.1
22/10/2010,35.4,17.1,26.25,8.3
23/10/2010,27.1,20,23.55,0.9
24/10/2010,32.2,19.5,25.85,8.7
25/10/2010,32.6,18.6,25.6,8.8
26/10/2010,30.8,17.9,24.35,8.4
27/10/2010,30,15,22.5,7.9
28/10/2010,32.4,15,23.7,8.4
29/10/2010,35.1,16,25.55,11.1
30/10/2010,30.9,18.7,24.8,5.5
31/10/2010,28,18.4,23.2,3.9
1/11/2010,28,21.3,24.65,3
2/11/2010,29.6,19.3,24.45,4.9
3/11/2010,31.6,18.1,24.85,8.5
4/11/2010,33.1,18.1,25.6,8.8
5/11/2010,31.6,19.4,25.5,10.6
6/11/2010,26.8,19.8,23.3,3.8
7/11/2010,30.2,15.4,22.8,8.5
8/11/2010,33,18.2,25.6,8.3
9/11/2010,32.1,21,26.55,7.7
10/11/2010,30.8,19.3,25.05,7.5
11/11/2010,31.2,18.1,24.65,9.1
12/11/2010,30.8,16.1,23.45,8.4
13/11/2010,28.8,17,22.9,5.1
14/11/2010,27.6,16.8,22.2,3.3
15/11/2010,30.6,17.2,23.9,6.7
16/11/2010,27,17.1,22.05,2.2
17/11/2010,29.8,18.1,23.95,6.7
18/11/2010,29.9,16.9,23.4,9.6
19/11/2010,32.8,14.9,23.85,8.3
20/11/2010,34,19.8,26.9,8.7
21/11/2010,33.2,19.3,26.25,8.1
22/11/2010,28.5,19.4,23.95,4.5
23/11/2010,30.1,19.7,24.9,6.2
24/11/2010,32.4,20.1,26.25,6.8
25/11/2010,32.8,21.2,27,9
26/11/2010,32.8,19.7,26.25,7
27/11/2010,34.2,19,26.6,9.6
28/11/2010,35,19.6,27.3,9.8
29/11/2010,32.5,19.6,26.05,9.4
30/11/2010,30,20.5,25.25,3.5
1/12/2010,32.8,20.1,26.45,9.3
2/12/2010,31.4,20,25.7,5.8
3/12/2010,32.1,22.9,27.5,7.4
4/12/2010,34.1,20.8,27.45,7.6
5/12/2010,34.4,21.6,28,8.4
6/12/2010,31.8,20.1,25.95,7.5
7/12/2010,33.2,20.2,26.7,6.8
8/12/2010,33,23.2,28.1,8.7
9/12/2010,32.9,20,26.45,8.1
10/12/2010,34.2,20.2,27.2,8.4
11/12/2010,33.4,22.9,28.15,10.1
12/12/2010,34,22.7,28.35,8.8
13/12/2010,31.4,21.8,26.6,5.9
14/12/2010,26.2,20.2,23.2,2.5
