@relation dadosClimaticos

@attribute data date yyyy-MM-dd
@attribute tmax numeric
@attribute tmin numeric
@attribute tmed numeric
@attribute etp numeric

@data
2011-05-24,27.3,12.3,19.8,6.1
2011-05-25,29.1,12.5,20.8,4.2
2011-05-26,28.4,13.7,21.05,3.7
2011-05-27,27.9,14.8,21.35,1.2
2011-05-28,25,13.6,19.3,4
2011-05-29,24.5,10.4,17.45,4.6
2011-05-30,26.4,8.8,17.6,2.7
2011-05-31,28.2,10.6,19.4,4
2011-06-01,27.4,13.6,20.5,4
2011-06-02,28.4,12,20.2,3.4
2011-06-03,28.5,15.1,21.8,6.2
2011-06-04,26,13.1,19.55,4.3
2011-06-05,22.6,10.3,16.45,5.5
2011-06-06,27.5,7.6,17.55,1.8
2011-06-07,29.4,14.2,21.8,5.1
2011-06-08,23.2,10,16.6,7
2011-06-09,26.8,12.8,19.8,3.6
2011-06-10,21.6,12.9,17.25,2
2011-06-11,22.9,10.1,16.5,3
2011-06-12,26.3,8.1,17.2,2.3
2011-06-13,27.8,12.2,20,3.9
2011-06-14,25.1,13.2,19.15,4.2
2011-06-15,24.8,9.9,17.35,4.4
2011-06-16,26.1,10.5,18.3,2.9
2011-06-17,27.2,10.6,18.9,4.4
2011-06-18,26.6,10.6,18.6,4
2011-06-19,27.2,11.9,19.55,4.4
2011-06-20,28.5,12.2,20.35,4
2011-06-21,29.8,13.2,21.5,3.2
2011-06-22,29.3,14.7,22,4.6
2011-06-23,28.9,13.8,21.35,2.8
2011-06-24,29.5,13.4,21.45,4.5
2011-06-25,28.9,14.1,21.5,3.9
2011-06-26,27.5,13.8,20.65,5.9
2011-06-27,17.7,9.2,13.45,2.4
2011-06-28,21.8,3.4,12.6,3.1
2011-06-29,28.4,6.4,17.4,3.8
2011-06-30,30.1,12.6,21.35,4.8
2011-07-01,29.8,14.9,22.35,4.8
2011-07-02,29.9,14.8,22.35,4.2
2011-07-03,29.8,15.6,22.7,4.8
2011-07-04,20,14.4,17.2,2.6
2011-07-05,23.6,11.7,17.65,1.8
2011-07-06,26,11.7,18.85,2.5
2011-07-07,24.6,13.9,19.25,4.3
2011-07-08,26.2,9.8,18,4.1
2011-07-09,27.8,6.6,17.2,4
2011-07-10,29.9,11.8,20.85,6
2011-07-11,30.6,14.7,22.65,4.3
2011-07-12,30.6,14.5,22.55,4
2011-07-13,28.4,13.3,20.85,5.2
2011-07-14,28.3,12.6,20.45,5.6
2011-07-15,28.8,11.1,19.95,4.8
2011-07-16,30.7,12.8,21.75,4.2
2011-07-17,31.4,15.4,23.4,7.1
2011-07-18,30.5,16.6,23.55,5.5
2011-07-19,30.8,15.5,23.15,4.8
2011-07-20,31.6,16.6,24.1,6.3
2011-07-21,29.2,15.6,22.4,5.6
2011-07-22,28.9,16,22.45,4.1
2011-07-23,28.3,15.2,21.75,5.9
2011-07-24,27.3,14.8,21.05,7.3
2011-07-25,26.6,11.9,19.25,6.3
2011-07-26,28.2,13.9,21.05,4.7
2011-07-27,28.2,12.8,20.5,3.9
2011-07-28,28.8,12.4,20.6,5.7
2011-07-29,30,14.2,22.1,7.6
2011-07-30,30.7,15.6,23.15,5.9
2011-07-31,30.8,15.3,23.05,7.4
2011-08-01,31.6,16.8,24.2,8.5
2011-08-02,24,17.3,20.65,3.5
2011-08-03,13.8,9.2,11.5,0.9
2011-08-04,18,4.2,11.1,3
2011-08-05,27.2,4.9,16.05,4.4
2011-08-06,32.3,13.6,22.95,5.8
2011-08-07,33.3,17.5,25.4,4
2011-08-08,33.9,18.9,26.4,7.2
2011-08-09,33.2,15.5,24.35,7.2
2011-08-10,28.2,16.1,22.15,7.1
2011-08-11,29.6,12.4,21,4.5
2011-08-12,32,12.4,22.2,5.9
2011-08-13,33.1,13.6,23.35,5.1
2011-08-14,32.6,16.5,24.55,6.7
2011-08-15,32.5,15,23.75,7.9
2011-08-16,30.8,14.9,22.85,8.6
2011-08-17,33.2,14.5,23.85,11.4
2011-08-18,32.6,15.8,24.2,9.8
2011-08-19,33.7,15.4,24.55,14.4
2011-08-20,28,17,22.5,3.7
2011-08-21,20.2,15.1,17.65,2.9
2011-08-22,29.8,11.8,20.8,5.2
2011-08-23,30.6,15.8,23.2,6.2
2011-08-24,32.2,15.4,23.8,5.9
2011-08-25,32.2,17,24.6,6.4
2011-08-26,33.4,18,25.7,5.9
2011-08-27,32.8,17,24.9,8.6
2011-08-28,34.4,17.3,25.85,9.7
2011-08-29,34.9,18.6,26.75,9.9
2011-08-30,35.4,18.2,26.8,10.3
2011-08-31,27.7,17.7,22.7,3.5
2011-09-01,27,8.4,17.7,7.9
2011-09-02,26,8.8,17.4,8.6
2011-09-03,31.2,8.4,19.8,7.1
2011-09-04,33.1,13.6,23.35,9
2011-09-05,34.4,13.9,24.15,9.8
2011-09-06,35.2,15.1,25.15,7.9
2011-09-07,35.2,13.6,24.4,9.4
2011-09-08,35.3,17,26.15,13.1
2011-09-09,32.8,18.8,25.8,8.4
2011-09-10,30.4,17.1,23.75,4.5
2011-09-11,23.9,18.8,21.35,0.8
2011-09-12,31.3,13.2,22.25,7
2011-09-13,34,16.6,25.3,8.1
2011-09-14,32.8,16.2,24.5,7.6
2011-09-15,31.6,15.2,23.4,6.6
2011-09-16,30.8,17.7,24.25,9.2
2011-09-17,30.6,14.5,22.55,7.7
2011-09-18,30.6,14,22.3,8.3
2011-09-19,31.4,14.3,22.85,7.7
2011-09-20,30.4,14.8,22.6,8.1
2011-09-21,33.7,16.7,25.2,9.8
2011-09-22,35.3,16.4,25.85,6.9
2011-09-23,36.6,18.7,27.65,12.5
2011-09-24,28.4,17.5,22.95,8.8
2011-09-25,30.3,13.1,21.7,8.6
2011-09-26,33.2,13.4,23.3,7.3
2011-09-27,34,17.3,25.65,8.3
2011-09-28,34.8,18.4,26.6,9.5
2011-09-29,37,17.5,27.25,8.8
2011-09-30,37.3,19.2,28.25,9.6
2011-10-01,36.2,21.3,28.75,13.5
2011-10-02,28.3,19.5,23.9,6.5
2011-10-03,29.6,17,23.3,7.5
2011-10-04,32.1,15.8,23.95,8.6
2011-10-05,29.6,17.8,23.7,8.2
2011-10-06,32.4,17.5,24.95,6.9
2011-10-07,33.8,18.4,26.1,10.2
2011-10-08,33.7,21.3,27.5,9.3
2011-10-09,32.3,19.4,25.85,9.2
2011-10-10,31.7,19.2,25.45,6.5
2011-10-11,33.4,20.6,27,7.5
2011-10-12,33.3,19.2,26.25,7.8
2011-10-13,28.1,20.6,24.35,4
2011-10-14,24.3,20.2,22.25,0.3
2011-10-15,27.7,21.1,24.4,3.2
2011-10-16,28.2,20.5,24.35,2.8
2011-10-17,26.7,18.4,22.55,7.1
2011-10-18,28.4,15,21.7,9.1
2011-10-19,29.1,13.9,21.5,9.8
2011-10-20,28.8,14.8,21.8,6.7
2011-10-21,28.9,14.4,21.65,8.8
2011-10-22,25.6,17.2,21.4,6
2011-10-23,25,16.6,20.8,4.3
2011-10-24,29.3,16.4,22.85,6.6
2011-10-25,32.2,19,25.6,10
2011-10-26,27,17.6,22.3,3.6
2011-10-27,31.8,18.8,25.3,8.2
2011-10-28,33.8,20,26.9,8.1
2011-10-29,35.3,20.5,27.9,11
2011-10-30,23.8,18.1,20.95,0.8
2011-10-31,24.7,17.5,21.1,7.2
2011-11-01,25.6,12.6,19.1,8.5
2011-11-02,27.7,12.1,19.9,10.6
2011-11-03,30.3,12.7,21.5,6.6
2011-11-04,31.8,14.2,23,7.3
2011-11-05,32.5,17.2,24.85,8.6
2011-11-06,29.3,19.3,24.3,6.5
2011-11-07,25.3,18.1,21.7,1.6
2011-11-08,31.4,16.2,23.8,7.9
2011-11-09,30.9,17.8,24.35,7.9
2011-11-10,32.6,17.3,24.95,9.2
2011-11-11,34.2,20.2,27.2,9.9
2011-11-12,33.1,21.1,27.1,7.3
2011-11-13,26.3,19.5,22.9,3.5
2011-11-14,25.1,19.7,22.4,2.9
2011-11-15,27,18.4,22.7,3
2011-11-16,27.4,16.9,22.15,6.7
2011-11-17,29.6,14.9,22.25,7.3
2011-11-18,29.8,15.3,22.55,8
2011-11-19,31,14.6,22.8,8.5
2011-11-20,30.4,15.8,23.1,7.3
2011-11-21,33.8,18.1,25.95,8.1
2011-11-22,27.1,21,24.05,4.3
2011-11-23,28.5,16.5,22.5,7.7
2011-11-24,31.7,17.5,24.6,8
2011-11-25,32.7,18.4,25.55,8.5
2011-11-26,32.2,20.4,26.3,10.9
2011-11-27,29.7,18,23.85,6.7
2011-11-28,31.6,18,24.8,7.6
2011-11-29,31.4,19.7,25.55,5.3
2011-11-30,31.6,19,25.3,8.3
2011-12-01,30.5,19.3,24.9,6.4
2011-12-02,31.2,19.4,25.3,5.8
2011-12-03,31.4,15.4,23.4,7.6
2011-12-04,32.6,17.2,24.9,7.3
2011-12-05,32.4,18.1,25.25,7.4
2011-12-06,31.2,20.5,25.85,4.9
2011-12-07,29.3,20.4,24.85,4.9
2011-12-08,29.2,20.9,25.05,4.8
2011-12-09,25,21,23,1.3
2011-12-10,26.4,18.5,22.45,3.3
2011-12-11,30.6,17,23.8,7.7
2011-12-12,32.1,16.6,24.35,8.6
2011-12-13,33.2,19,26.1,8.6
2011-12-14,31,20.4,25.7,6.9
2011-12-15,27.4,20.4,23.9,3.3
2011-12-16,30.6,19.8,25.2,9.1
2011-12-17,32.8,18.4,25.6,10
2011-12-18,31.4,20.1,25.75,7
2011-12-19,32.6,18.4,25.5,8.5
2011-12-20,32.8,19.3,26.05,7.3
2011-12-21,33.5,19.2,26.35,8.5
2011-12-22,32.2,17,24.6,8.4
2011-12-23,31.8,18.8,25.3,9.2
2011-12-24,32.6,20.6,26.6,7.2
2011-12-25,33.4,20.1,26.75,8.5
2011-12-26,31.6,20,25.8,8
2011-12-27,29.6,19.6,24.6,3.4
2011-12-28,32.9,19.7,26.3,7.2
2011-12-29,29.6,19,24.3,5.2
2011-12-30,31.3,20,25.65,6
2011-12-31,27,20.8,23.9,4.7
2012-01-01,24.6,20.6,22.6,1.5
2012-01-02,28.2,19.6,23.9,4.5
2012-01-03,28.5,19,23.75,6.4
2012-01-04,31.8,18.6,25.2,7.1
2012-01-05,32.1,19.5,25.8,7.4
2012-01-06,32.2,19.2,25.7,7.5
2012-01-07,30.9,19.3,25.1,7.8
2012-01-08,30.6,17.7,24.15,7.3
2012-01-09,28.9,18.1,23.5,1.3
2012-01-10,25.4,17.4,21.4,7.4
2012-01-11,21.6,18.6,20.1,1.7
2012-01-12,23.8,18.2,21,3
2012-01-13,27.6,18.2,22.9,5.1
2012-01-14,27.7,19.9,23.8,4.6
2012-01-15,30.7,20,25.35,8.1
2012-01-16,27.4,19.1,23.25,1.8
2012-01-17,30.5,19.7,25.1,8
2012-01-18,28.8,19.6,24.2,4
2012-01-19,30.6,18.7,24.65,6
2012-01-20,28.2,20,24.1,5.2
2012-01-21,30.7,19.6,25.15,6.3
2012-01-22,31.3,18.3,24.8,5.1
2012-01-23,30.4,18.6,24.5,5.9
2012-01-24,28,19.9,23.95,4.4
2012-01-25,30.1,20.6,25.35,6
2012-01-26,29.4,20.9,25.15,4.7
2012-01-27,29.7,18.9,24.3,5.6
2012-01-28,25.2,18.8,22,1.4
2012-01-29,30,18.7,24.35,6.8
2012-01-30,30.7,16.2,23.45,8.8
2012-01-31,31.4,16.2,23.8,7.2
2012-02-01,31.8,16.6,24.2,9.2
2012-02-02,30.6,17.8,24.2,8.4
2012-02-03,32.4,19.1,25.75,7.5
2012-02-04,31.4,18,24.7,9.2
2012-02-05,31.9,19,25.45,8.2
2012-02-06,33.9,18.8,26.35,8.3
2012-02-07,35.3,20,27.65,8.7
2012-02-08,34.9,19.8,27.35,7.3
2012-02-09,35.7,20.3,28,8.6
2012-02-10,31.4,21.2,26.3,8.2
2012-02-11,30.5,20.5,25.5,4.1
2012-02-12,29.4,20.4,24.9,4
2012-02-13,28.7,19.7,24.2,6
2012-02-14,30.4,20,25.2,5
2012-02-15,32,18.3,25.15,6.4
2012-02-16,32.4,19.5,25.95,6.9
2012-02-17,32.5,20.3,26.4,6.7
2012-02-18,31.6,20.2,25.9,7.9
2012-02-19,31,20.1,25.55,7.2
2012-02-20,30.3,20.7,25.5,3.2
2012-02-21,30,18.8,24.4,5
2012-02-22,28.6,18.9,23.75,4.9
2012-02-23,30.4,19.4,24.9,4.1
2012-02-24,32,20.5,26.25,9.9
2012-02-25,31.3,20.7,26,6
2012-02-26,31.1,21.6,26.35,6.1
2012-02-27,32.8,20.6,26.7,7.5
2012-02-28,33.6,20,26.8,9.3
2012-02-29,34.3,20.9,27.6,6.6
2012-03-01,32.6,20.8,26.7,3.9
2012-03-02,33.6,18.2,25.9,6
2012-03-03,33.4,20.8,27.1,6.1
2012-03-04,33,18.6,25.8,6.2
2012-03-05,31.8,19.7,25.75,6.9
2012-03-06,32.6,18.8,25.7,7.5
2012-03-07,32.1,19.5,25.8,9.1
2012-03-08,32.7,17.6,25.15,7.6
2012-03-09,35.5,20.6,28.05,7.5
2012-03-10,30.8,19.3,25.05,6.8
2012-03-11,30.4,18.6,24.5,4.4
2012-03-12,32.6,18.2,25.4,6.2
2012-03-13,32.1,19.1,25.6,7.5
2012-03-14,32.3,19,25.65,5.7
2012-03-15,32.2,20.3,26.25,8
2012-03-16,26.6,20.5,23.55,1.1
2012-03-17,28.8,19.7,24.25,5.4
2012-03-18,29.7,17.2,23.45,5.5
2012-03-19,30.9,16.7,23.8,5.9
2012-03-20,31,17.6,24.3,5.6
2012-03-21,31.3,19.4,25.35,7.2
2012-03-22,32.7,19.1,25.9,8.1
2012-03-23,27.2,19.1,23.15,3.9
2012-03-24,29.6,20,24.8,4.7
2012-03-25,32.6,19.1,25.85,6.4
2012-03-26,33.8,19.6,26.7,5.9
2012-03-27,31,21.3,26.15,6
2012-03-28,28.8,19.3,24.05,4.3
2012-03-29,31.5,17.2,24.35,5.6
2012-03-30,31.5,18.4,24.95,4.6
2012-03-31,31.4,17.2,24.3,6.4
2012-04-01,32.6,17.3,24.95,6.1
2012-04-02,32.6,17.1,24.85,5.9
2012-04-03,32.3,17.9,25.1,6.6
2012-04-04,32,17,24.5,7
2012-04-05,33.5,18.7,26.1,7.9
2012-04-06,32.7,20.6,26.65,5.4
2012-04-07,32.6,19,25.8,6.6
2012-04-08,31.1,19.2,25.15,5.7
2012-04-09,29.8,17.7,23.75,5.5
2012-04-10,30,19.5,24.75,5
2012-04-11,31.1,18.9,25,5.4
2012-04-12,31.4,18.8,25.1,6.7
2012-04-13,31.8,20.5,26.15,6
2012-04-14,32.1,20,26.05,7
2012-04-15,31.7,20,25.85,5.3
2012-04-16,31.4,19.7,25.55,7.6
2012-04-17,31.7,17.6,24.65,4.5
2012-04-18,32.6,17.8,25.2,6.5
2012-04-19,32.2,17.6,24.9,6.2
2012-04-20,29.9,19.2,24.55,5.5
2012-04-21,27.6,17.7,22.65,1.9
2012-04-22,26.6,17.6,22.1,3.7
2012-04-23,29,15.7,22.35,4.1
2012-04-24,30.2,15.8,23,5.1
2012-04-25,32,15.7,23.85,5.2
2012-04-26,29.9,19.9,24.9,7.9
2012-04-27,28.4,20,24.2,4.1
2012-04-28,27.6,17.6,22.6,4.9
2012-04-29,21.8,17.3,19.55,0.2
2012-04-30,18.8,13.3,16.05,0.9
2012-05-01,22.3,12.7,17.5,4.2
2012-05-02,23.6,8.8,16.2,4.6
2012-05-03,27.1,12.5,19.8,5.1
2012-05-04,28.4,13.4,20.9,4.3
2012-05-05,28.4,14.8,21.6,3.1
2012-05-06,29.2,14.6,21.9,6.7
2012-05-07,27.5,15.5,21.5,4.7
2012-05-08,27.4,15.3,21.35,4.8
2012-05-09,27.9,12,19.95,4.3
2012-05-10,29.2,14.9,22.05,5
2012-05-11,29.6,15,22.3,6.3
2012-05-12,18.8,16.6,17.7,0.9
2012-05-13,23.3,17,20.15,2.1
2012-05-14,19.4,17.1,18.25,0.9
2012-05-15,20.8,15.8,18.3,1.2
2012-05-16,25.5,13.8,19.65,3.6
2012-05-17,24.3,13.4,18.85,6
2012-05-18,24.7,12,18.35,4.9
2012-05-19,24.9,11,17.95,3.4
2012-05-20,26.6,12.5,19.55,3.2
2012-05-21,26.7,12.4,19.55,5.5
2012-05-22,26,12.4,19.2,3.9
2012-05-23,26.6,12.6,19.6,1.8
2012-05-24,26.3,15.6,20.95,2.8
2012-05-25,25.9,17,21.45,3.3
2012-05-26,26.8,16.6,21.7,2
2012-05-27,29.8,16,22.9,4.9
2012-05-28,26.3,16.1,21.2,1
2012-05-29,30.3,15.2,22.75,4.4
2012-05-30,29.8,16.2,23,4
2012-05-31,29.6,16.5,23.05,2.7
2012-06-01,25.8,16.5,21.15,1.8
2012-06-02,28.5,13.9,21.2,3.3
2012-06-03,29.8,14.8,22.3,4.6
2012-06-04,30.2,15.2,22.7,6.7
2012-06-05,23.8,18.4,21.1,1.6
2012-06-06,21.6,17.7,19.65,2.6
2012-06-07,21.4,16.7,19.05,0.2
2012-06-08,19.7,15.6,17.65,1.9
2012-06-09,22.8,14.8,18.8,2.4
2012-06-10,25.7,13.7,19.7,2.3
2012-06-11,28.9,16.8,22.85,3.6
2012-06-12,29.8,16,22.9,3.8
2012-06-13,29.3,16.5,22.9,4.1
2012-06-14,29.2,15.9,22.55,3
2012-06-15,27.4,15.2,21.3,3.8
2012-06-16,27.7,13.8,20.75,4.3
2012-06-17,27.4,12.9,20.15,4.7
2012-06-18,29,13.2,21.1,5.9
2012-06-19,25.7,16.8,21.25,1.9
2012-06-20,20.2,17.2,18.7,1.4
2012-06-21,21.6,16.7,19.15,0.6
2012-06-22,23.6,16.2,19.9,2.3
2012-06-23,22.8,11.8,17.3,3.8
2012-06-24,27.6,12.1,19.85,2.7
2012-06-25,26,15,20.5,4.3
2012-06-26,25.3,12.8,19.05,3.7
2012-06-27,26,11.8,18.9,3.6
2012-06-28,26.7,13.1,19.9,3.6
2012-06-29,27.3,13,20.15,2.8
2012-06-30,28.6,14.5,21.55,4.8
2012-07-01,28.6,13.7,21.15,4.1
2012-07-02,28.7,13.6,21.15,3.9
2012-07-03,27.8,13.9,20.85,5.2
2012-07-04,27.2,14.3,20.75,4.6
2012-07-05,28.4,12.7,20.55,3.3
2012-07-06,27.6,13.7,20.65,6.1
2012-07-07,27.4,14.9,21.15,5.1
2012-07-08,22.7,13.5,18.1,2.9
2012-07-09,25.9,10.5,18.2,3.5
2012-07-10,27.1,11.3,19.2,4.1
2012-07-11,28.5,12.4,20.45,5.4
2012-07-12,27.4,14.8,21.1,2.6
2012-07-13,22.9,8.9,15.9,2.1
2012-07-14,24.4,6,15.2,5.9
2012-07-15,25.6,9.5,17.55,4.1
2012-07-16,23.1,12.4,17.75,3.2
2012-07-17,24.4,12.4,18.4,2.4
2012-07-18,19.6,10.3,14.95,3.7
2012-07-19,21.7,5.8,13.75,3.4
2012-07-20,25.7,7.8,16.75,3.9
2012-07-21,29.2,7.6,18.4,4.9
2012-07-22,31.3,13.7,22.5,5.7
2012-07-23,31.7,17.6,24.65,5.9
2012-07-24,30.2,17,23.6,5.9
2012-07-25,30.4,16.2,23.3,7.9
2012-07-26,31.2,14.7,22.95,6.6
2012-07-27,31,15,23,7.2
2012-07-28,31.2,15.1,23.15,5.3
2012-07-29,30.1,15.4,22.75,7.6
2012-07-30,29.8,14.2,22,5.9
2012-07-31,26.6,14.4,20.5,5.1
2012-08-01,26.6,12.9,19.75,5.5
2012-08-02,28.2,12.9,20.55,6
2012-08-03,28.7,14.1,21.4,5.1
2012-08-04,29.6,14.1,21.85,5.3
2012-08-05,29.3,14.8,22.05,5
2012-08-06,27.6,15.1,21.35,6.8
2012-08-07,29.3,10.7,20,3.8
2012-08-08,30.2,13.9,22.05,6.2
2012-08-09,28.6,13.4,21,5.4
2012-08-10,27.9,12.3,20.1,6.4
2012-08-11,28.5,13.1,20.8,7.3
2012-08-12,28.1,12.6,20.35,6.7
2012-08-13,29.2,14,21.6,4.3
2012-08-14,28.4,13.6,21,6.7
2012-08-15,27.7,15.6,21.65,6.8
2012-08-16,29.7,14.1,21.9,5.3
2012-08-17,29,14.3,21.65,7.8
2012-08-18,28.8,12.6,20.7,7.2
2012-08-19,28.9,12.7,20.8,6.7
2012-08-20,28.3,13.4,20.85,7.6
2012-08-21,29.2,13.7,21.45,6.8
2012-08-22,30.2,13.2,21.7,7.4
2012-08-23,28.1,13.5,20.8,7.5
2012-08-24,30,14.7,22.35,7.6
2012-08-25,30.5,15.2,22.85,5.9
2012-08-26,30,16.3,23.15,8.1
2012-08-27,30.2,17.1,23.65,5.1
2012-08-28,30.3,14.2,22.25,6.3
2012-08-29,28.4,13.5,20.95,5.7
2012-08-30,28,13.4,20.7,7.9
2012-08-31,31.6,11,21.3,7
2012-09-01,33,13.1,23.05,7.7
2012-09-02,33.9,14.4,24.15,7.1
2012-09-03,33.4,15.4,24.4,9.4
2012-09-04,32.6,15,23.8,6.2
2012-09-05,33.8,15.6,24.7,7.9
2012-09-06,34.3,17.3,25.8,7.5
2012-09-07,33.4,18.1,25.75,9.9
2012-09-08,34.6,17.7,26.15,8.1
2012-09-09,34.5,16.5,25.5,7.7
2012-09-10,35.4,17.6,26.5,8.6
2012-09-11,35,16.6,25.8,7.5
2012-09-12,36.6,17.2,26.9,9.4
2012-09-13,34.9,19.6,27.25,9.8
2012-09-14,35.6,17.3,26.45,8.1
2012-09-15,35.2,18.8,27,7.7
2012-09-16,35,20.2,27.6,8.6
2012-09-17,35.8,21.8,28.8,10.9
2012-09-18,35.6,21.4,28.5,13.2
2012-09-19,35.8,20,27.9,10.7
2012-09-20,28.4,18.3,23.35,3.8
2012-09-21,21.6,16.7,19.15,1.6
2012-09-22,27.2,16,21.6,5.9
2012-09-23,31.4,13.6,22.5,7.2
2012-09-24,30.4,17.2,23.8,5.5
2012-09-25,24.8,17.7,21.25,3
2012-09-26,21.6,16.2,18.9,4.4
2012-09-27,23.3,6.2,14.75,8.2
2012-09-28,26.8,10,18.4,8.1
2012-09-29,29.6,11.5,20.55,8.1
2012-09-30,32.2,12.7,22.45,7.1
2012-10-01,34.4,16,25.2,7.5
2012-10-02,35.5,17.9,26.7,9.3
2012-10-03,35.4,21,28.2,10.9
2012-10-04,34.3,18.8,26.55,8.7
2012-10-05,35,19.9,27.45,10.1
2012-10-06,33.8,18.8,26.3,9
2012-10-07,33.4,19.8,26.6,8.8
2012-10-08,33.6,18.3,25.95,8.7
2012-10-09,33.2,17.6,25.4,9.9
2012-10-10,33.4,20,26.7,9.8
2012-10-11,27.5,21.7,24.6,3.5
2012-10-12,30.2,16.7,23.45,6.6
2012-10-13,28.5,16.8,22.65,8.6
2012-10-14,30.2,17.8,24,8.1
2012-10-15,32.2,14.6,23.4,8.4
2012-10-16,33.3,17.9,25.6,7.2
2012-10-17,29.6,18.6,24.1,4.7
2012-10-18,33,18.1,25.55,6.7
2012-10-19,33.9,19.6,26.75,8.7
2012-10-20,34.2,19.1,26.65,10
2012-10-21,34.5,19.3,26.9,9.2
2012-10-22,34.4,19.8,27.1,12.1
2012-10-23,34.1,21.6,27.85,7.2
2012-10-24,31.8,19.7,25.75,6
2012-10-25,35.8,21.4,28.6,7.8
2012-10-26,35.8,22.2,29,11.3
2012-10-27,35.6,20.7,28.15,7
2012-10-28,36.7,23,29.85,10.3
2012-10-29,38.6,19.4,29,8.6
2012-10-30,38.2,22.7,30.45,9.3
2012-10-31,39.2,21.7,30.45,9.1
2012-11-01,35.6,20.9,28.25,9.9
2012-11-02,31.7,19.8,25.75,6.4
2012-11-03,31.2,19.3,25.25,4.3
2012-11-04,31.6,18.1,24.85,5.8
2012-11-05,33.1,18.9,26,10.8
2012-11-06,33.1,19.4,26.25,7.5
2012-11-07,33.4,18.9,26.15,10.1
2012-11-08,27.4,20.2,23.8,1.7
2012-11-09,24,20.4,22.2,2.6
2012-11-10,30,19.6,24.8,5
2012-11-11,31.8,18.9,25.35,9
2012-11-12,33.2,21.2,27.2,7.6
2012-11-13,29.2,20.7,24.95,2.9
2012-11-14,28.8,16.3,22.55,4.8
2012-11-15,30.5,16,23.25,7.2
2012-11-16,30.8,17.8,24.3,7.3
2012-11-17,30.4,15.1,22.75,11.3
2012-11-18,31.9,14.6,23.25,5.9
2012-11-19,31.8,18.3,25.05,9.7
2012-11-20,32.9,18.4,25.65,5.8
2012-11-21,33.7,19.6,26.65,9.8
2012-11-22,34.3,19.4,26.85,9
2012-11-23,34.6,19.9,27.25,10
2012-11-24,31.6,20.6,26.1,4.8
2012-11-25,27,20.4,23.7,3.5
2012-11-26,30.9,19.3,25.1,6.8
2012-11-27,32.7,19.4,26.05,5.6
2012-11-28,34.5,20.9,27.7,8.3
2012-11-29,34.3,21.4,27.85,10.6
2012-11-30,34,21.2,27.6,9.1
2012-12-01,31.4,21.2,26.3,6.7
2012-12-02,31.2,20.4,25.8,6.7
2012-12-03,32.1,19.2,25.65,5.5
2012-12-04,33.4,21.2,27.3,7
2012-12-05,33,21.3,27.15,9.6
2012-12-06,33.6,20.6,27.1,8.7
2012-12-07,34.6,22.2,28.4,9
2012-12-08,37.2,23.1,30.15,9.3
2012-12-09,33.7,22.6,28.15,6.7
2012-12-10,34.6,20.8,27.7,10.2
2012-12-11,32.4,21.6,27,8
2012-12-12,34.9,21.6,28.25,12.4
2012-12-13,32.6,20.4,26.5,7
2012-12-14,30.3,21.6,25.95,4.8
2012-12-15,27.9,21.8,24.85,6
2012-12-16,29.2,20.6,24.9,5
2012-12-17,23.6,20.9,22.25,1.1
2012-12-18,31.7,20.7,26.2,6.1
2012-12-19,32.6,22.5,27.55,6.5
2012-12-20,35.2,21,28.1,9
2012-12-21,35.6,21.6,28.6,6.8
2012-12-22,31.8,21.5,26.65,5.8
2012-12-23,33.7,21.1,27.4,6.7
2012-12-24,34.8,21.6,28.2,6.9
2012-12-25,34.4,21.8,28.1,6.9
2012-12-26,28.7,20.6,24.65,2.5
2012-12-27,34.2,20.7,27.45,6.8
2012-12-28,25.2,19.4,22.3,2.5
2012-12-29,29.7,20.8,25.25,4.5
2012-12-30,31.9,21.1,26.5,5.5
2012-12-31,30.9,20.9,25.9,5
2013-01-01,32.6,20.6,26.6,6.2
2013-01-02,31.7,20.5,26.1,5.7
2013-01-03,32.1,19.3,25.7,5.6
2013-01-04,31.7,20,25.85,5.7
2013-01-05,31.9,21,26.45,4
2013-01-06,32.3,22.2,27.25,5.8
2013-01-07,31.8,20.1,25.95,6.8
2013-01-08,32.6,20.5,26.55,7
2013-01-09,29.7,20.3,25,3.3
2013-01-10,28.1,21.2,24.65,4.8
2013-01-11,28.3,17.1,22.7,7.9
2013-01-12,27.6,17.3,22.45,4
2013-01-13,26.4,19.6,23,4.2
2013-01-14,26.4,18.8,22.6,3.8
2013-01-15,25.8,19.4,22.6,1.4
2013-01-16,27.8,18.9,23.35,2.5
2013-01-17,29.2,17.4,23.3,4.2
2013-01-18,31.2,18,24.6,5.8
2013-01-19,32.8,19.9,26.35,7
2013-01-20,31.2,19.8,25.5,6.4
2013-01-21,29.2,17.3,23.25,7.6
2013-01-22,31.3,17.9,24.6,6.4
2013-01-23,32.4,18.8,25.6,5.6
2013-01-24,31.8,20.8,26.3,6.9
2013-01-25,31.5,21.3,26.4,9
2013-01-26,27.4,21.8,24.6,1.6
2013-01-27,31.1,21.7,26.4,3.7
2013-01-28,30.6,21,25.8,4.1
2013-01-29,30.4,20.1,25.25,3.4
2013-01-30,30.6,21.7,26.15,8
2013-01-31,29.9,21.6,25.75,5.1
2013-02-01,30.8,21.3,26.05,3.8
2013-02-02,31.4,21.5,26.45,5.4
2013-02-03,27.9,19.9,23.9,5.7
2013-02-04,29.6,20.6,25.1,3.5
2013-02-05,30.8,18.9,24.85,3.2
2013-02-06,30.8,19.2,25,6.5
